time,total RR,RR,beat
0.676,676,676,Z
1.352,1352,676,Q
2.484,2484,1132,Q
3.588,3588,1104,Q
4.712,4712,1124,Q
5.836,5836,1124,Q
6.972,6972,1136,Q
8.116,8116,1144,Q
9.236,9236,1120,Q
10.344,10344,1108,Q
11.436,11436,1092,Q
12.528,12528,1092,Q
13.64,13640,1112,Q
14.744,14744,1104,Q
15.836,15836,1092,Q
16.94,16940,1104,Q
18.024,18024,1084,Q
19.144,19144,1120,Q
20.22,20220,1076,Q
21.304,21304,1084,Q
22.328,22328,1024,Q
23.348,23348,1020,Q
24.464,24464,1116,Q
25.564,25564,1100,Q
26.684,26684,1120,Q
27.792,27792,1108,Q
28.9,28900,1108,Q
29.992,29992,1092,Q
31.084,31084,1092,Q
32.14,32140,1056,Q
33.24,33240,1100,Q
34.296,34296,1056,Q
35.356,35356,1060,Q
36.416,36416,1060,Q
37.5,37500,1084,Q
38.588,38588,1088,Q
39.688,39688,1100,Q
40.78,40780,1092,Q
41.908,41908,1128,Q
43.028,43028,1120,Q
44.152,44152,1124,Q
45.268,45268,1116,Q
46.336,46336,1068,Q
47.436,47436,1100,Q
48.528,48528,1092,Q
49.616,49616,1088,Q
50.704,50704,1088,Q
51.796,51796,1092,Q
52.924,52924,1128,Q
54.012,54012,1088,Q
55.128,55128,1116,Q
56.192,56192,1064,Q
57.292,57292,1100,Q
58.384,58384,1092,Q
59.488,59488,1104,Q
60.6,60600,1112,Q
61.7,61700,1100,Q
62.788,62788,1088,Q
63.884,63884,1096,Q
64.976,64976,1092,Q
66.072,66072,1096,Q
67.164,67164,1092,Q
68.24,68240,1076,Q
69.364,69364,1124,Q
70.48,70480,1116,Q
71.572,71572,1092,Q
72.668,72668,1096,Q
73.76,73760,1092,Q
74.852,74852,1092,Q
75.96,75960,1108,Q
77.06,77060,1100,Q
78.136,78136,1076,Q
79.208,79208,1072,Q
80.272,80272,1064,Q
81.356,81356,1084,Q
82.392,82392,1036,Q
83.432,83432,1040,Q
84.496,84496,1064,Q
85.544,85544,1048,Q
86.628,86628,1084,Q
87.688,87688,1060,Q
88.768,88768,1080,Q
89.82,89820,1052,Q
90.908,90908,1088,Q
92.004,92004,1096,Q
93.124,93124,1120,Q
94.236,94236,1112,Q
95.328,95328,1092,Q
96.44,96440,1112,Q
97.54,97540,1100,Q
98.624,98624,1084,Q
99.676,99676,1052,Q
100.728,100728,1052,Q
101.776,101776,1048,Q
102.836,102836,1060,Q
103.86,103860,1024,Q
104.952,104952,1092,Q
106.048,106048,1096,Q
107.172,107172,1124,Q
108.272,108272,1100,Q
109.4,109400,1128,Q
110.548,110548,1148,Q
111.684,111684,1136,Q
112.824,112824,1140,Q
113.96,113960,1136,Q
115.124,115124,1164,Q
116.28,116280,1156,Q
117.436,117436,1156,Q
118.548,118548,1112,Q
119.664,119664,1116,Q
120.808,120808,1144,Q
121.948,121948,1140,Q
123.076,123076,1128,Q
124.176,124176,1100,Q
125.276,125276,1100,Q
126.332,126332,1056,Q
127.42,127420,1088,Q
128.532,128532,1112,Q
129.636,129636,1104,Q
130.716,130716,1080,Q
131.816,131816,1100,Q
132.92,132920,1104,Q
134.028,134028,1108,Q
135.124,135124,1096,Q
136.204,136204,1080,Q
137.296,137296,1092,Q
138.388,138388,1092,Q
139.44,139440,1052,Q
140.512,140512,1072,Q
141.636,141636,1124,Q
142.728,142728,1092,Q
143.82,143820,1092,Q
144.872,144872,1052,Q
145.928,145928,1056,Q
146.94,146940,1012,Q
147.924,147924,984,Q
148.888,148888,964,Q
149.832,149832,944,Q
150.8,150800,968,Q
151.792,151792,992,Q
152.8,152800,1008,Q
153.816,153816,1016,Q
154.82,154820,1004,Q
155.82,155820,1000,Q
156.804,156804,984,Q
157.8,157800,996,Q
158.784,158784,984,Q
159.76,159760,976,Q
160.712,160712,952,Q
161.644,161644,932,Q
162.596,162596,952,Q
163.544,163544,948,Q
164.5,164500,956,Q
165.508,165508,1008,Q
166.544,166544,1036,Q
167.588,167588,1044,Q
168.576,168576,988,Q
169.56,169560,984,Q
170.536,170536,976,Q
171.496,171496,960,Z
172.444,172444,948,Q
173.368,173368,924,Q
174.324,174324,956,Q
175.276,175276,952,Q
176.252,176252,976,Q
177.256,177256,1004,Q
178.28,178280,1024,Q
179.304,179304,1024,Q
180.348,180348,1044,Q
181.38,181380,1032,Z
181.692,181692,312,Z
182.392,182392,700,Q
183.352,183352,960,Q
184.312,184312,960,Q
185.252,185252,940,Q
186.184,186184,932,Q
187.144,187144,960,Q
188.112,188112,968,Q
189.1,189100,988,Q
190.072,190072,972,Q
191.02,191020,948,Q
191.988,191988,968,Q
192.944,192944,956,Q
193.88,193880,936,Q
194.8,194800,920,Q
195.716,195716,916,Q
196.66,196660,944,Q
197.452,197452,792,A
198.092,198092,640,A
199.236,199236,1144,Q
200.304,200304,1068,Q
201.34,201340,1036,Q
202.428,202428,1088,Q
203.528,203528,1100,Q
204.564,204564,1036,Q
205.552,205552,988,Q
206.588,206588,1036,Q
207.656,207656,1068,Q
208.732,208732,1076,Q
209.816,209816,1084,Q
210.912,210912,1096,Q
211.988,211988,1076,Q
213.084,213084,1096,Q
214.176,214176,1092,Q
215.268,215268,1092,Q
216.344,216344,1076,Q
217.432,217432,1088,Q
218.52,218520,1088,Q
219.608,219608,1088,Q
220.744,220744,1136,Q
221.88,221880,1136,Q
222.984,222984,1104,Q
224.08,224080,1096,Q
225.128,225128,1048,Q
226.136,226136,1008,Q
227.124,227124,988,Q
228.1,228100,976,Q
229.08,229080,980,Q
230.04,230040,960,Q
231.012,231012,972,Q
232.032,232032,1020,Q
233.044,233044,1012,Q
234.016,234016,972,Q
234.976,234976,960,Q
235.912,235912,936,Q
236.86,236860,948,Q
237.8,237800,940,Q
238.752,238752,952,Q
239.684,239684,932,Q
240.628,240628,944,Q
241.396,241396,768,A
242.524,242524,1128,Q
243.616,243616,1092,Q
244.692,244692,1076,Q
245.788,245788,1096,Q
246.864,246864,1076,Q
247.948,247948,1084,Q
249.012,249012,1064,Q
250.084,250084,1072,Q
251.168,251168,1084,Q
252.212,252212,1044,Q
253.236,253236,1024,Q
254.232,254232,996,Q
255.224,255224,992,Q
256.264,256264,1040,Q
257.304,257304,1040,Q
258.376,258376,1072,Q
259.424,259424,1048,Q
260.528,260528,1104,Q
261.608,261608,1080,Q
262.684,262684,1076,Q
263.748,263748,1064,Q
264.796,264796,1048,Q
265.88,265880,1084,Q
266.972,266972,1092,Q
268.088,268088,1116,Q
269.188,269188,1100,Q
270.268,270268,1080,Q
271.372,271372,1104,Q
272.452,272452,1080,Q
273.548,273548,1096,Q
274.636,274636,1088,Q
275.744,275744,1108,Q
276.852,276852,1108,Q
277.984,277984,1132,Q
279.124,279124,1140,Q
280.232,280232,1108,Q
281.352,281352,1120,Q
282.452,282452,1100,Q
283.564,283564,1112,Q
284.648,284648,1084,Q
285.74,285740,1092,Q
286.84,286840,1100,Q
287.964,287964,1124,Q
289.064,289064,1100,Q
290.172,290172,1108,Q
291.288,291288,1116,Q
292.416,292416,1128,Q
293.5,293500,1084,Q
294.608,294608,1108,Q
295.7,295700,1092,Q
296.82,296820,1120,Q
297.916,297916,1096,Q
299.016,299016,1100,Q
300.088,300088,1072,Q
301.184,301184,1096,Q
302.324,302324,1140,Q
303.412,303412,1088,Q
304.512,304512,1100,Q
305.632,305632,1120,Q
306.768,306768,1136,Q
307.892,307892,1124,Q
309.012,309012,1120,Q
310.144,310144,1132,Q
311.308,311308,1164,Q
312.44,312440,1132,Q
313.576,313576,1136,Q
314.708,314708,1132,Q
315.836,315836,1128,Q
316.972,316972,1136,Q
318.072,318072,1100,Q
319.196,319196,1124,Q
320.34,320340,1144,Q
321.484,321484,1144,Q
322.632,322632,1148,Q
323.744,323744,1112,Q
324.86,324860,1116,Q
325.996,325996,1136,Q
327.116,327116,1120,Q
328.228,328228,1112,Q
329.36,329360,1132,Q
330.476,330476,1116,Q
331.584,331584,1108,Q
332.716,332716,1132,Q
333.848,333848,1132,Q
334.976,334976,1128,Q
336.072,336072,1096,Q
337.196,337196,1124,Q
338.26,338260,1064,Q
339.356,339356,1096,Q
340.452,340452,1096,Q
341.552,341552,1100,Q
342.668,342668,1116,Q
343.788,343788,1120,Q
344.928,344928,1140,Q
346.048,346048,1120,Q
347.192,347192,1144,Q
348.304,348304,1112,Q
349.456,349456,1152,Q
350.584,350584,1128,Q
351.712,351712,1128,Q
352.828,352828,1116,Q
353.968,353968,1140,Q
355.068,355068,1100,Q
356.176,356176,1108,Q
357.268,357268,1092,Q
358.352,358352,1084,Q
359.448,359448,1096,Q
360.544,360544,1096,Q
361.636,361636,1092,Q
362.764,362764,1128,Q
363.884,363884,1120,Q
364.968,364968,1084,Q
366.088,366088,1120,Q
367.208,367208,1120,Q
368.312,368312,1104,Q
369.396,369396,1084,Q
370.472,370472,1076,Q
371.548,371548,1076,Q
372.616,372616,1068,Q
373.7,373700,1084,Q
374.752,374752,1052,Q
375.82,375820,1068,Q
376.92,376920,1100,Q
378.004,378004,1084,Q
379.036,379036,1032,Q
380.108,380108,1072,Q
381.164,381164,1056,Q
382.28,382280,1116,Q
383.368,383368,1088,Q
384.44,384440,1072,Q
385.476,385476,1036,Q
386.5,386500,1024,Q
387.548,387548,1048,Q
388.632,388632,1084,Q
389.76,389760,1128,Q
390.88,390880,1120,Q
392.024,392024,1144,Q
393.168,393168,1144,Q
394.32,394320,1152,Q
395.444,395444,1124,Q
396.548,396548,1104,Q
397.656,397656,1108,Q
398.76,398760,1104,Q
399.844,399844,1084,Q
400.928,400928,1084,Q
402.044,402044,1116,Q
403.128,403128,1084,Q
404.204,404204,1076,Q
405.264,405264,1060,Q
406.324,406324,1060,Q
407.396,407396,1072,Q
408.456,408456,1060,Q
409.576,409576,1120,Q
410.696,410696,1120,Q
411.796,411796,1100,Q
412.9,412900,1104,Q
414.012,414012,1112,Q
415.088,415088,1076,Q
416.184,416184,1096,Q
417.26,417260,1076,Q
418.348,418348,1088,Q
419.428,419428,1080,Q
420.476,420476,1048,Q
421.56,421560,1084,Q
422.648,422648,1088,Q
423.728,423728,1080,Q
424.812,424812,1084,Q
425.88,425880,1068,Q
426.928,426928,1048,Q
427.976,427976,1048,Q
429.036,429036,1060,Q
430.1,430100,1064,Q
431.172,431172,1072,Q
432.224,432224,1052,Q
433.3,433300,1076,Q
434.36,434360,1060,Q
435.42,435420,1060,Q
436.468,436468,1048,Q
437.544,437544,1076,Q
438.624,438624,1080,Q
439.74,439740,1116,Q
440.844,440844,1104,Q
441.928,441928,1084,Q
442.996,442996,1068,Q
444.092,444092,1096,Q
445.196,445196,1104,Q
446.244,446244,1048,Q
447.32,447320,1076,Q
448.376,448376,1056,Q
449.44,449440,1064,Q
450.488,450488,1048,Q
451.524,451524,1036,Q
452.56,452560,1036,Q
453.608,453608,1048,Q
454.688,454688,1080,Q
455.74,455740,1052,Q
456.808,456808,1068,Q
457.856,457856,1048,Q
458.904,458904,1048,Q
459.964,459964,1060,Q
461.008,461008,1044,Q
462.092,462092,1084,Q
463.184,463184,1092,Q
464.3,464300,1116,Q
465.432,465432,1132,Q
466.564,466564,1132,Q
467.696,467696,1132,Q
468.848,468848,1152,Q
469.956,469956,1108,Q
471.108,471108,1152,Q
472.24,472240,1132,Q
473.388,473388,1148,Q
474.54,474540,1152,Q
475.68,475680,1140,Q
476.832,476832,1152,Q
477.948,477948,1116,Q
479.02,479020,1072,Q
480.224,480224,1204,Q
481.384,481384,1160,Q
482.516,482516,1132,Q
483.656,483656,1140,Q
484.712,484712,1056,Q
485.756,485756,1044,Q
486.824,486824,1068,Q
487.872,487872,1048,Q
488.944,488944,1072,Q
490.0,490000,1056,Q
491.052,491052,1052,Q
492.088,492088,1036,Q
493.14,493140,1052,Q
494.184,494184,1044,Q
495.236,495236,1052,Q
496.332,496332,1096,Q
497.472,497472,1140,Q
498.596,498596,1124,Q
499.748,499748,1152,Q
500.916,500916,1168,Q
502.064,502064,1148,Q
503.204,503204,1140,Q
504.352,504352,1148,Q
505.472,505472,1120,Q
506.588,506588,1116,Q
507.704,507704,1116,Q
508.864,508864,1160,Q
510.02,510020,1156,Q
511.172,511172,1152,Q
512.304,512304,1132,Q
513.424,513424,1120,Q
514.524,514524,1100,Q
515.632,515632,1108,Q
516.732,516732,1100,Q
517.804,517804,1072,Q
518.896,518896,1092,Q
519.968,519968,1072,Q
521.02,521020,1052,Q
522.068,522068,1048,Q
523.084,523084,1016,Q
524.1,524100,1016,Q
525.12,525120,1020,Q
526.124,526124,1004,Q
527.128,527128,1004,Q
528.164,528164,1036,Q
529.22,529220,1056,Q
530.292,530292,1072,Q
531.372,531372,1080,Q
532.484,532484,1112,Q
533.616,533616,1132,Q
534.7,534700,1084,Q
535.812,535812,1112,Q
536.896,536896,1084,Q
537.968,537968,1072,Q
539.056,539056,1088,Q
540.156,540156,1100,Q
541.224,541224,1068,Q
542.26,542260,1036,Q
543.308,543308,1048,Q
544.336,544336,1028,Q
545.384,545384,1048,Q
546.44,546440,1056,Q
547.496,547496,1056,Q
548.508,548508,1012,Q
549.512,549512,1004,Q
550.536,550536,1024,Q
551.54,551540,1004,Q
552.548,552548,1008,Q
553.54,553540,992,Q
554.552,554552,1012,Q
555.592,555592,1040,Q
556.648,556648,1056,Q
557.728,557728,1080,Q
558.82,558820,1092,Q
559.916,559916,1096,Q
560.992,560992,1076,Q
562.092,562092,1100,Q
563.204,563204,1112,Q
564.34,564340,1136,Q
565.436,565436,1096,Q
566.552,566552,1116,Q
567.64,567640,1088,Q
568.756,568756,1116,Q
569.852,569852,1096,Q
570.964,570964,1112,Q
572.068,572068,1104,Q
573.14,573140,1072,Q
574.224,574224,1084,Q
575.304,575304,1080,Q
576.416,576416,1112,Q
577.524,577524,1108,Q
578.612,578612,1088,Q
579.704,579704,1092,Q
580.756,580756,1052,Q
581.824,581824,1068,Q
582.888,582888,1064,Q
583.992,583992,1104,Q
585.064,585064,1072,Q
586.152,586152,1088,Q
587.228,587228,1076,Q
588.316,588316,1088,Q
589.384,589384,1068,Q
590.428,590428,1044,Q
591.46,591460,1032,Q
592.484,592484,1024,Q
593.524,593524,1040,Q
594.564,594564,1040,Q
595.608,595608,1044,Q
596.656,596656,1048,Q
597.732,597732,1076,Q
598.82,598820,1088,Q
599.888,599888,1068,Q
600.896,600896,1008,Q
601.872,601872,976,Q
602.836,602836,964,Q
603.788,603788,952,Q
604.748,604748,960,Q
605.74,605740,992,Q
606.724,606724,984,Q
607.696,607696,972,Q
608.716,608716,1020,Q
609.8,609800,1084,Q
610.86,610860,1060,Q
611.96,611960,1100,Q
613.044,613044,1084,Q
614.152,614152,1108,Q
615.236,615236,1084,Q
616.304,616304,1068,Q
617.416,617416,1112,Q
618.532,618532,1116,Q
619.648,619648,1116,Q
620.716,620716,1068,Q
621.8,621800,1084,Q
622.86,622860,1060,Q
623.928,623928,1068,Q
624.992,624992,1064,Q
626.076,626076,1084,Q
627.188,627188,1112,Q
628.308,628308,1120,Q
629.428,629428,1120,Q
630.564,630564,1136,Q
631.684,631684,1120,Q
632.832,632832,1148,Q
633.992,633992,1160,Q
635.136,635136,1144,Q
636.284,636284,1148,Q
637.412,637412,1128,Q
638.56,638560,1148,Q
639.66,639660,1100,Q
640.764,640764,1104,Q
641.856,641856,1092,Q
642.988,642988,1132,Q
644.096,644096,1108,Q
645.208,645208,1112,Q
646.304,646304,1096,Q
647.356,647356,1052,Q
648.404,648404,1048,Q
649.468,649468,1064,Q
650.5,650500,1032,Q
651.52,651520,1020,Q
652.584,652584,1064,Q
653.648,653648,1064,Q
654.736,654736,1088,Q
655.82,655820,1084,Q
656.912,656912,1092,Q
658.036,658036,1124,Q
659.168,659168,1132,Q
660.276,660276,1108,Q
661.368,661368,1092,Q
662.48,662480,1112,Q
663.576,663576,1096,Q
664.668,664668,1092,Q
665.728,665728,1060,Q
666.772,666772,1044,Q
667.816,667816,1044,Q
668.868,668868,1052,Q
669.932,669932,1064,Q
671.0,671000,1068,Q
672.076,672076,1076,Q
673.164,673164,1088,Q
674.264,674264,1100,Q
675.352,675352,1088,Q
676.456,676456,1104,Q
677.552,677552,1096,Q
678.696,678696,1144,Q
679.82,679820,1124,Q
680.948,680948,1128,Q
682.084,682084,1136,Q
683.232,683232,1148,Q
684.356,684356,1124,Q
685.484,685484,1128,Q
686.628,686628,1144,Q
687.768,687768,1140,Q
688.908,688908,1140,Q
690.06,690060,1152,Q
691.208,691208,1148,Q
692.368,692368,1160,Q
693.504,693504,1136,Q
694.62,694620,1116,Q
695.776,695776,1156,Q
696.864,696864,1088,Q
698.004,698004,1140,Q
699.144,699144,1140,Q
700.264,700264,1120,Q
701.372,701372,1108,Q
702.5,702500,1128,Q
703.596,703596,1096,Q
704.676,704676,1080,Q
705.756,705756,1080,Q
706.836,706836,1080,Q
707.928,707928,1092,Q
709.048,709048,1120,Q
710.176,710176,1128,Q
711.304,711304,1128,Q
712.408,712408,1104,Q
713.504,713504,1096,Q
714.596,714596,1092,Q
715.7,715700,1104,Q
716.796,716796,1096,Q
717.884,717884,1088,Q
718.98,718980,1096,Q
720.068,720068,1088,Q
721.164,721164,1096,Q
722.28,722280,1116,Q
723.412,723412,1132,Q
724.54,724540,1128,Q
725.668,725668,1128,Q
726.808,726808,1140,Q
727.924,727924,1116,Q
729.024,729024,1100,Q
730.104,730104,1080,Q
731.168,731168,1064,Q
732.22,732220,1052,Q
733.276,733276,1056,Q
734.336,734336,1060,Q
735.412,735412,1076,Q
736.472,736472,1060,Q
737.532,737532,1060,Q
738.58,738580,1048,Q
739.656,739656,1076,Q
740.696,740696,1040,Q
741.716,741716,1020,Q
742.716,742716,1000,Q
743.728,743728,1012,Q
744.76,744760,1032,Q
745.868,745868,1108,Q
746.98,746980,1112,Q
748.08,748080,1100,Q
749.168,749168,1088,Q
750.248,750248,1080,Q
751.34,751340,1092,Q
752.428,752428,1088,Q
753.536,753536,1108,Q
754.616,754616,1080,Q
755.7,755700,1084,Q
756.768,756768,1068,Q
757.892,757892,1124,Q
758.996,758996,1104,Q
760.112,760112,1116,Q
761.232,761232,1120,Q
762.364,762364,1132,Q
763.472,763472,1108,Q
764.604,764604,1132,Q
765.72,765720,1116,Q
766.828,766828,1108,Q
767.952,767952,1124,Q
769.056,769056,1104,Q
770.176,770176,1120,Q
771.296,771296,1120,Q
772.432,772432,1136,Q
773.56,773560,1128,Q
774.668,774668,1108,Q
775.756,775756,1088,Q
776.884,776884,1128,Q
778.012,778012,1128,Q
779.132,779132,1120,Q
780.252,780252,1120,Q
781.344,781344,1092,Q
782.408,782408,1064,Q
783.464,783464,1056,Q
784.54,784540,1076,Q
785.588,785588,1048,Q
786.64,786640,1052,Q
787.656,787656,1016,Q
788.652,788652,996,Q
789.656,789656,1004,Q
790.704,790704,1048,Q
791.776,791776,1072,Q
792.836,792836,1060,Q
793.912,793912,1076,Q
794.96,794960,1048,Q
795.984,795984,1024,Q
796.968,796968,984,Q
797.96,797960,992,Q
798.976,798976,1016,Q
800.008,800008,1032,Q
801.056,801056,1048,Q
802.088,802088,1032,Q
803.132,803132,1044,Q
804.184,804184,1052,Q
805.24,805240,1056,Q
806.328,806328,1088,Q
807.396,807396,1068,Q
808.42,808420,1024,Q
809.452,809452,1032,Q
810.492,810492,1040,Q
811.556,811556,1064,Q
811.876,811876,320,Z
812.624,812624,748,Z
813.684,813684,1060,Z
814.072,814072,388,Z
814.724,814724,652,Z
815.352,815352,628,Z
815.812,815812,460,Z
816.9,816900,1088,Z
817.94,817940,1040,Z
818.932,818932,992,Z
819.904,819904,972,Z
820.864,820864,960,Z
821.792,821792,928,Q
822.72,822720,928,Q
823.636,823636,916,Q
824.58,824580,944,Q
825.572,825572,992,Q
826.572,826572,1000,Q
827.616,827616,1044,Q
828.672,828672,1056,Q
829.776,829776,1104,Q
830.888,830888,1112,Q
832.0,832000,1112,Q
833.096,833096,1096,Q
834.184,834184,1088,Q
835.268,835268,1084,Q
836.304,836304,1036,Q
837.348,837348,1044,Q
838.408,838408,1060,Q
839.492,839492,1084,Q
840.58,840580,1088,Q
841.664,841664,1084,Q
842.748,842748,1084,Q
843.808,843808,1060,Q
844.896,844896,1088,Q
845.992,845992,1096,Q
847.084,847084,1092,Q
848.132,848132,1048,Q
849.196,849196,1064,Q
850.224,850224,1028,Q
851.352,851352,1128,Q
852.392,852392,1040,Q
853.444,853444,1052,Q
854.508,854508,1064,Q
855.568,855568,1060,Q
856.644,856644,1076,Q
857.724,857724,1080,Q
858.796,858796,1072,Q
859.844,859844,1048,Q
860.928,860928,1084,Q
861.968,861968,1040,Q
863.02,863020,1052,Q
864.064,864064,1044,Q
865.088,865088,1024,Q
866.092,866092,1004,Q
867.068,867068,976,Q
868.044,868044,976,Q
869.0,869000,956,Q
869.976,869976,976,Q
870.976,870976,1000,Q
871.98,871980,1004,Q
873.032,873032,1052,Q
874.092,874092,1060,Q
875.164,875164,1072,Q
876.236,876236,1072,Q
877.316,877316,1080,Q
878.384,878384,1068,Q
879.44,879440,1056,Q
880.484,880484,1044,Q
881.528,881528,1044,Q
882.588,882588,1060,Q
883.624,883624,1036,Q
884.66,884660,1036,Q
885.692,885692,1032,Q
886.712,886712,1020,Q
887.76,887760,1048,Q
888.796,888796,1036,Q
889.864,889864,1068,Q
890.916,890916,1052,Q
891.96,891960,1044,Q
893.004,893004,1044,Q
894.048,894048,1044,Q
895.084,895084,1036,Q
896.112,896112,1028,Q
897.164,897164,1052,Q
898.208,898208,1044,Q
899.248,899248,1040,Q
900.28,900280,1032,Q
901.3,901300,1020,Q
902.332,902332,1032,Q
903.356,903356,1024,Q
904.416,904416,1060,Q
905.468,905468,1052,Q
906.536,906536,1068,Q
907.568,907568,1032,Q
908.616,908616,1048,Q
909.652,909652,1036,Q
910.684,910684,1032,Q
911.72,911720,1036,Q
912.724,912724,1004,Q
913.752,913752,1028,Q
914.776,914776,1024,Q
915.82,915820,1044,Q
916.848,916848,1028,Q
917.888,917888,1040,Q
918.936,918936,1048,Q
919.992,919992,1056,Q
921.032,921032,1040,Q
922.076,922076,1044,Q
923.124,923124,1048,Q
924.164,924164,1040,Q
925.216,925216,1052,Q
926.264,926264,1048,Q
927.304,927304,1040,Q
928.344,928344,1040,Q
929.388,929388,1044,Q
930.44,930440,1052,Q
931.48,931480,1040,Q
932.512,932512,1032,Q
933.556,933556,1044,Q
934.608,934608,1052,Q
935.664,935664,1056,Q
936.72,936720,1056,Q
937.784,937784,1064,Q
938.844,938844,1060,Q
939.916,939916,1072,Q
940.976,940976,1060,Q
942.056,942056,1080,Q
943.12,943120,1064,Q
944.176,944176,1056,Q
945.208,945208,1032,Q
946.2,946200,992,Q
947.244,947244,1044,Q
948.28,948280,1036,Q
949.348,949348,1068,Q
950.408,950408,1060,Q
951.48,951480,1072,Q
952.548,952548,1068,Q
953.644,953644,1096,Q
954.728,954728,1084,Q
955.812,955812,1084,Q
956.896,956896,1084,Q
957.964,957964,1068,Q
959.048,959048,1084,Q
960.116,960116,1068,Q
961.188,961188,1072,Q
962.248,962248,1060,Q
963.316,963316,1068,Q
964.396,964396,1080,Q
965.48,965480,1084,Q
966.548,966548,1068,Q
967.624,967624,1076,Q
968.708,968708,1084,Q
969.784,969784,1076,Q
970.868,970868,1084,Q
971.94,971940,1072,Q
973.024,973024,1084,Q
974.088,974088,1064,Q
975.152,975152,1064,Q
976.216,976216,1064,Q
977.3,977300,1084,Q
978.372,978372,1072,Q
979.44,979440,1068,Q
980.476,980476,1036,Q
981.492,981492,1016,Q
982.496,982496,1004,Q
983.5,983500,1004,Q
984.504,984504,1004,Q
985.524,985524,1020,Q
986.552,986552,1028,Q
987.596,987596,1044,Q
988.64,988640,1044,Q
989.272,989272,632,A
990.504,990504,1232,Q
991.608,991608,1104,Q
992.68,992680,1072,Q
993.48,993480,800,A
994.176,994176,696,A
994.772,994772,596,A
996.028,996028,1256,Q
997.156,997156,1128,Q
998.216,998216,1060,Q
999.272,999272,1056,Q
1000.336,1000336,1064,Q
1001.392,1001392,1056,Q
1002.452,1002452,1060,Q
1003.504,1003504,1052,Q
1004.568,1004568,1064,Q
1005.616,1005616,1048,Q
1006.672,1006672,1056,Q
1007.732,1007732,1060,Q
1008.784,1008784,1052,Q
1009.844,1009844,1060,Q
1010.912,1010912,1068,Q
1011.988,1011988,1076,Q
1013.06,1013060,1072,Q
1014.144,1014144,1084,Q
1015.216,1015216,1072,Q
1016.288,1016288,1072,Q
1017.332,1017332,1044,Q
1018.376,1018376,1044,Q
1019.444,1019444,1068,Q
1020.48,1020480,1036,Q
1021.556,1021556,1076,Q
1022.644,1022644,1088,Q
1023.748,1023748,1104,Q
1024.832,1024832,1084,Q
1025.908,1025908,1076,Q
1026.992,1026992,1084,Q
1028.068,1028068,1076,Q
1029.136,1029136,1068,Q
1030.188,1030188,1052,Q
1031.252,1031252,1064,Q
1032.312,1032312,1060,Q
1033.364,1033364,1052,Q
1034.412,1034412,1048,Q
1035.456,1035456,1044,Q
1036.488,1036488,1032,Q
1037.496,1037496,1008,Q
1038.5,1038500,1004,Q
1039.484,1039484,984,Q
1040.468,1040468,984,Q
1041.444,1041444,976,Q
1042.44,1042440,996,Q
1043.432,1043432,992,Q
1044.428,1044428,996,Q
1045.432,1045432,1004,Q
1046.416,1046416,984,Q
1047.408,1047408,992,Q
1048.396,1048396,988,Q
1049.4,1049400,1004,Q
1050.404,1050404,1004,Q
1051.4,1051400,996,Q
1052.384,1052384,984,Q
1053.364,1053364,980,Q
1054.352,1054352,988,Q
1055.348,1055348,996,Q
1056.36,1056360,1012,Q
1057.384,1057384,1024,Q
1058.388,1058388,1004,Q
1059.4,1059400,1012,Q
1060.42,1060420,1020,Q
1061.192,1061192,772,A
1061.952,1061952,760,A
1062.62,1062620,668,A
1063.788,1063788,1168,Q
1064.928,1064928,1140,Q
1066.004,1066004,1076,Q
1067.084,1067084,1080,Q
1068.168,1068168,1084,Q
1069.248,1069248,1080,Q
1070.308,1070308,1060,Q
1071.348,1071348,1040,Q
1072.376,1072376,1028,Q
1073.412,1073412,1036,Q
1074.436,1074436,1024,Q
1075.48,1075480,1044,Q
1076.536,1076536,1056,Q
1077.588,1077588,1052,Q
1078.648,1078648,1060,Q
1079.712,1079712,1064,Q
1080.78,1080780,1068,Q
1081.836,1081836,1056,Q
1082.932,1082932,1096,Q
1083.988,1083988,1056,Q
1085.024,1085024,1036,Q
1086.08,1086080,1056,Q
1087.16,1087160,1080,Q
1088.232,1088232,1072,Q
1089.316,1089316,1084,Q
1090.4,1090400,1084,Q
1091.472,1091472,1072,Q
1092.536,1092536,1064,Q
1093.58,1093580,1044,Q
1094.612,1094612,1032,Q
1095.604,1095604,992,Q
1096.552,1096552,948,Q
1097.56,1097560,1008,Q
1098.596,1098596,1036,Q
1099.64,1099640,1044,Q
1100.688,1100688,1048,Q
1101.732,1101732,1044,Q
1102.792,1102792,1060,Q
1103.836,1103836,1044,Q
1104.888,1104888,1052,Q
1105.928,1105928,1040,Q
1106.964,1106964,1036,Q
1107.976,1107976,1012,Q
1108.956,1108956,980,Q
1109.932,1109932,976,Q
1110.908,1110908,976,Q
1111.908,1111908,1000,Q
1112.896,1112896,988,Q
1113.904,1113904,1008,Q
1114.9,1114900,996,Q
1115.9,1115900,1000,Q
1116.908,1116908,1008,Q
1117.904,1117904,996,Q
1118.74,1118740,836,A
1119.82,1119820,1080,Q
1120.828,1120828,1008,Q
1121.848,1121848,1020,Q
1122.872,1122872,1024,Q
1123.892,1123892,1020,Q
1124.888,1124888,996,Q
1125.86,1125860,972,Q
1126.824,1126824,964,Q
1127.776,1127776,952,Q
1128.748,1128748,972,Q
1129.712,1129712,964,Q
1130.664,1130664,952,Q
1131.616,1131616,952,Q
