time,total RR,RR,beat
41854.724,41854724,1104,Q
41855.84,41855840,1116,Q
41856.972,41856972,1132,Q
41858.068,41858068,1096,Q
41859.156,41859156,1088,Q
41860.216,41860216,1060,Q
41861.268,41861268,1052,Q
41862.316,41862316,1048,Q
41863.34,41863340,1024,Q
41864.372,41864372,1032,Q
41865.392,41865392,1020,Q
41866.416,41866416,1024,Q
41867.452,41867452,1036,Q
41868.48,41868480,1028,Q
41869.524,41869524,1044,Q
41870.568,41870568,1044,Q
41871.612,41871612,1044,Q
41872.648,41872648,1036,Q
41873.704,41873704,1056,Q
41874.76,41874760,1056,Q
41875.804,41875804,1044,Q
41876.848,41876848,1044,Q
41877.896,41877896,1048,Q
41878.932,41878932,1036,Q
41879.992,41879992,1060,Q
41881.052,41881052,1060,Q
41882.124,41882124,1072,Q
41883.184,41883184,1060,Q
41884.22,41884220,1036,Q
41885.304,41885304,1084,Q
41886.392,41886392,1088,Q
41887.516,41887516,1124,Q
41888.688,41888688,1172,Q
41889.816,41889816,1128,Q
41890.984,41890984,1168,Q
41892.08,41892080,1096,Q
41893.236,41893236,1156,Q
41894.372,41894372,1136,Q
41895.468,41895468,1096,Q
41896.564,41896564,1096,Q
41897.632,41897632,1068,Q
41898.712,41898712,1080,Q
41899.76,41899760,1048,Q
41900.852,41900852,1092,Q
41901.928,41901928,1076,Q
41903.012,41903012,1084,Q
41904.088,41904088,1076,Q
41905.156,41905156,1068,Q
41906.228,41906228,1072,Q
41907.28,41907280,1052,Q
41908.348,41908348,1068,Q
41909.4,41909400,1052,Q
41910.452,41910452,1052,Q
41911.512,41911512,1060,Q
41912.58,41912580,1068,Q
41913.656,41913656,1076,Q
41914.76,41914760,1104,Q
41915.844,41915844,1084,Q
41916.924,41916924,1080,Q
41917.996,41917996,1072,Q
41919.056,41919056,1060,Q
41920.132,41920132,1076,Q
41921.204,41921204,1072,Q
41922.276,41922276,1072,Q
41923.332,41923332,1056,Q
41924.384,41924384,1052,Q
41925.408,41925408,1024,Q
41926.448,41926448,1040,Q
41927.476,41927476,1028,Q
41928.5,41928500,1024,Q
41929.532,41929532,1032,Q
41930.504,41930504,972,Q
41931.5,41931500,996,Q
41932.14,41932140,640,V
41933.428,41933428,1288,Q
41934.42,41934420,992,Q
41935.368,41935368,948,Q
41936.404,41936404,1036,Q
41937.42,41937420,1016,Q
41938.428,41938428,1008,Q
41939.452,41939452,1024,Q
41940.408,41940408,956,Q
41941.416,41941416,1008,Q
41942.44,41942440,1024,Q
41943.388,41943388,948,Q
41944.392,41944392,1004,Q
41945.384,41945384,992,Q
41946.344,41946344,960,Q
41947.332,41947332,988,Q
41948.312,41948312,980,Q
41949.3,41949300,988,Q
41950.292,41950292,992,Q
41951.288,41951288,996,Q
41952.324,41952324,1036,Q
41953.324,41953324,1000,Q
41954.324,41954324,1000,Q
41955.348,41955348,1024,Q
41956.384,41956384,1036,Q
41957.44,41957440,1056,Q
41958.484,41958484,1044,Q
41959.516,41959516,1032,Q
41960.552,41960552,1036,Q
41961.58,41961580,1028,Q
41962.604,41962604,1024,Q
41963.66,41963660,1056,Q
41964.74,41964740,1080,Q
41965.812,41965812,1072,Q
41966.868,41966868,1056,Q
41967.92,41967920,1052,Q
41968.988,41968988,1068,Q
41970.06,41970060,1072,Q
41971.104,41971104,1044,Q
41972.168,41972168,1064,Q
41973.232,41973232,1064,Q
41974.316,41974316,1084,Q
41975.38,41975380,1064,Q
41976.44,41976440,1060,Q
41977.54,41977540,1100,Q
41978.592,41978592,1052,Q
41979.696,41979696,1104,Q
41980.8,41980800,1104,Q
41981.4,41981400,600,V
41982.836,41982836,1436,Q
41983.832,41983832,996,Q
41984.828,41984828,996,Q
41985.828,41985828,1000,Q
41986.78,41986780,952,Q
41987.828,41987828,1048,Q
41988.912,41988912,1084,Q
41989.948,41989948,1036,Q
41991.004,41991004,1056,Q
41992.016,41992016,1012,Q
41993.072,41993072,1056,Q
41994.104,41994104,1032,Q
41995.132,41995132,1028,Q
41996.184,41996184,1052,Q
41997.176,41997176,992,Q
41998.2,41998200,1024,Q
41999.2,41999200,1000,Q
42000.228,42000228,1028,Q
42001.284,42001284,1056,Q
42002.328,42002328,1044,Q
42003.436,42003436,1108,Q
42004.512,42004512,1076,Q
42005.588,42005588,1076,Q
42006.636,42006636,1048,Q
42007.696,42007696,1060,Q
42008.756,42008756,1060,Q
42009.816,42009816,1060,Q
42010.864,42010864,1048,Q
42011.908,42011908,1044,Q
42012.988,42012988,1080,Q
42014.064,42014064,1076,Q
42015.144,42015144,1080,Q
42016.208,42016208,1064,Q
42017.288,42017288,1080,Q
42018.364,42018364,1076,Q
42019.46,42019460,1096,Q
42020.552,42020552,1092,Q
42021.66,42021660,1108,Q
42022.772,42022772,1112,Q
42023.896,42023896,1124,Q
42024.98,42024980,1084,Q
42026.064,42026064,1084,Q
42027.14,42027140,1076,Q
42028.208,42028208,1068,Q
42029.296,42029296,1088,Q
42030.348,42030348,1052,Q
42031.448,42031448,1100,Q
42032.524,42032524,1076,Q
42033.572,42033572,1048,Q
42034.636,42034636,1064,Q
42035.628,42035628,992,Q
42036.672,42036672,1044,Q
42037.716,42037716,1044,Q
42038.72,42038720,1004,Q
42039.732,42039732,1012,Q
42040.728,42040728,996,Q
42041.74,42041740,1012,Q
42042.76,42042760,1020,Q
42043.804,42043804,1044,Q
42044.836,42044836,1032,Q
42045.86,42045860,1024,Q
42046.932,42046932,1072,Q
42047.996,42047996,1064,Q
42049.08,42049080,1084,Q
42050.148,42050148,1068,Q
42051.22,42051220,1072,Q
42052.308,42052308,1088,Q
42053.368,42053368,1060,Q
42054.416,42054416,1048,Q
42055.504,42055504,1088,Q
42056.58,42056580,1076,Q
42057.644,42057644,1064,Q
42058.704,42058704,1060,Q
42059.756,42059756,1052,Q
42060.812,42060812,1056,Q
42061.888,42061888,1076,Q
42062.996,42062996,1108,Q
42064.076,42064076,1080,Q
42064.604,42064604,528,V
42066.112,42066112,1508,Q
42067.168,42067168,1056,Q
42068.208,42068208,1040,Q
42069.228,42069228,1020,Q
42070.3,42070300,1072,Q
42071.344,42071344,1044,Q
42072.448,42072448,1104,Q
42073.536,42073536,1088,Q
42074.58,42074580,1044,Q
42075.616,42075616,1036,Q
42076.616,42076616,1000,Q
42077.656,42077656,1040,Q
42078.704,42078704,1048,Q
42079.74,42079740,1036,Q
42080.832,42080832,1092,Q
42081.88,42081880,1048,Q
42082.96,42082960,1080,Q
42084.068,42084068,1108,Q
42085.1,42085100,1032,Q
42086.148,42086148,1048,Q
42087.168,42087168,1020,Q
42088.172,42088172,1004,Q
42089.216,42089216,1044,Q
42090.212,42090212,996,Q
42091.236,42091236,1024,Q
42092.264,42092264,1028,Q
42093.28,42093280,1016,Q
42094.308,42094308,1028,Q
42095.32,42095320,1012,Q
42096.388,42096388,1068,Q
42097.444,42097444,1056,Q
42098.5,42098500,1056,Q
42099.572,42099572,1072,Q
42100.596,42100596,1024,Q
42101.66,42101660,1064,Q
42102.7,42102700,1040,Q
42103.756,42103756,1056,Q
42104.812,42104812,1056,Q
42105.908,42105908,1096,Q
42106.992,42106992,1084,Q
42108.052,42108052,1060,Q
42109.124,42109124,1072,Q
42110.18,42110180,1056,Q
42111.248,42111248,1068,Q
42112.296,42112296,1048,Q
42113.36,42113360,1064,Q
42114.432,42114432,1072,Q
42115.52,42115520,1088,Q
42116.604,42116604,1084,Q
42117.72,42117720,1116,Q
42118.836,42118836,1116,Q
42119.956,42119956,1120,Q
42121.052,42121052,1096,Q
42122.124,42122124,1072,Q
42123.224,42123224,1100,Q
42124.256,42124256,1032,Q
42125.328,42125328,1072,Q
42126.388,42126388,1060,Q
42127.412,42127412,1024,Q
42128.476,42128476,1064,Q
42129.512,42129512,1036,Q
42130.576,42130576,1064,Q
42131.664,42131664,1088,Q
42132.696,42132696,1032,Q
42133.712,42133712,1016,Q
42134.68,42134680,968,Q
42135.684,42135684,1004,Q
42136.708,42136708,1024,Q
42137.684,42137684,976,Q
42138.672,42138672,988,Q
42139.628,42139628,956,Q
42140.624,42140624,996,Q
42141.664,42141664,1040,Q
42142.652,42142652,988,Q
42143.676,42143676,1024,Q
42144.712,42144712,1036,Q
42145.724,42145724,1012,Q
42146.76,42146760,1036,Q
42147.312,42147312,552,V
42148.764,42148764,1452,Q
42149.804,42149804,1040,Q
42150.844,42150844,1040,Q
42151.876,42151876,1032,Q
42152.932,42152932,1056,Q
42153.984,42153984,1052,Q
42155.02,42155020,1036,Q
42156.068,42156068,1048,Q
42157.108,42157108,1040,Q
42158.156,42158156,1048,Q
42159.208,42159208,1052,Q
42160.256,42160256,1048,Q
42161.308,42161308,1052,Q
42162.324,42162324,1016,Q
42163.368,42163368,1044,Q
42164.424,42164424,1056,Q
42165.484,42165484,1060,Q
42166.544,42166544,1060,Q
42167.604,42167604,1060,Q
42168.66,42168660,1056,Q
42169.708,42169708,1048,Q
42170.768,42170768,1060,Q
42171.788,42171788,1020,Q
42172.864,42172864,1076,Q
42173.912,42173912,1048,Q
42174.94,42174940,1028,Q
42176.024,42176024,1084,Q
42177.036,42177036,1012,Q
42177.968,42177968,932,Q
42178.908,42178908,940,Q
42179.908,42179908,1000,Q
42180.892,42180892,984,Q
42181.872,42181872,980,Q
42182.92,42182920,1048,Q
42183.952,42183952,1032,Q
42184.98,42184980,1028,Q
42185.988,42185988,1008,Q
42187.0,42187000,1012,Q
42188.036,42188036,1036,Q
42189.056,42189056,1020,Q
42190.092,42190092,1036,Q
42191.06,42191060,968,Q
42192.0,42192000,940,Q
42193.016,42193016,1016,Q
42194.12,42194120,1104,Q
42195.244,42195244,1124,Q
42196.42,42196420,1176,Q
42197.652,42197652,1232,Q
42198.948,42198948,1296,Q
42200.208,42200208,1260,Q
42201.42,42201420,1212,Q
42202.624,42202624,1204,Q
42203.812,42203812,1188,Q
42205.0,42205000,1188,Q
42206.204,42206204,1204,Q
42207.412,42207412,1208,Q
42208.624,42208624,1212,Q
42209.84,42209840,1216,Q
42211.028,42211028,1188,Q
42212.2,42212200,1172,Q
42213.356,42213356,1156,Q
42214.516,42214516,1160,Q
42215.648,42215648,1132,Q
42216.792,42216792,1144,Q
42217.912,42217912,1120,Q
42219.04,42219040,1128,Q
42220.14,42220140,1100,Q
42221.28,42221280,1140,Q
42222.368,42222368,1088,Q
42223.472,42223472,1104,Q
42224.58,42224580,1108,Q
42225.64,42225640,1060,Q
42226.736,42226736,1096,Q
42227.832,42227832,1096,Q
42228.848,42228848,1016,Q
42229.896,42229896,1048,Q
42230.92,42230920,1024,Q
42231.916,42231916,996,Q
42232.916,42232916,1000,Q
42233.84,42233840,924,Q
42234.796,42234796,956,Q
42235.768,42235768,972,Q
42236.696,42236696,928,Q
42237.652,42237652,956,Q
42238.58,42238580,928,Q
42239.532,42239532,952,Q
42240.5,42240500,968,Q
42241.476,42241476,976,Q
42242.46,42242460,984,Q
42243.452,42243452,992,Q
42244.492,42244492,1040,Q
42245.54,42245540,1048,Q
42246.58,42246580,1040,Q
42247.604,42247604,1024,Q
42248.664,42248664,1060,Q
42249.732,42249732,1068,Q
42250.768,42250768,1036,Q
42251.828,42251828,1060,Q
42252.888,42252888,1060,Q
42253.948,42253948,1060,Q
42255.0,42255000,1052,Q
42256.056,42256056,1056,Q
42257.12,42257120,1064,Q
42258.16,42258160,1040,Q
42259.196,42259196,1036,Q
42260.236,42260236,1040,Q
42261.28,42261280,1044,Q
42262.328,42262328,1048,Q
42263.384,42263384,1056,Q
42264.412,42264412,1028,Q
42265.452,42265452,1040,Q
42266.524,42266524,1072,Q
42267.584,42267584,1060,Q
42268.66,42268660,1076,Q
42269.7,42269700,1040,Q
42270.792,42270792,1092,Q
42271.856,42271856,1064,Q
42272.92,42272920,1064,Q
42273.988,42273988,1068,Q
42275.036,42275036,1048,Q
42276.164,42276164,1128,Q
42277.248,42277248,1084,Q
42278.344,42278344,1096,Q
42279.392,42279392,1048,Q
42280.42,42280420,1028,Q
42281.476,42281476,1056,Q
42282.488,42282488,1012,Q
42283.52,42283520,1032,Q
42284.564,42284564,1044,Q
42285.564,42285564,1000,Q
42286.576,42286576,1012,Q
42287.572,42287572,996,Q
42288.568,42288568,996,Q
42289.564,42289564,996,Q
42290.544,42290544,980,Q
42291.544,42291544,1000,Q
42292.544,42292544,1000,Q
42293.556,42293556,1012,Q
42294.58,42294580,1024,Q
42295.608,42295608,1028,Q
42296.62,42296620,1012,Q
42297.672,42297672,1052,Q
42298.732,42298732,1060,Q
42299.8,42299800,1068,Q
42300.852,42300852,1052,Q
42301.924,42301924,1072,Q
42303.004,42303004,1080,Q
42304.064,42304064,1060,Q
42305.1,42305100,1036,Q
42306.152,42306152,1052,Q
42307.228,42307228,1076,Q
42308.292,42308292,1064,Q
42309.356,42309356,1064,Q
42310.408,42310408,1052,Q
42311.484,42311484,1076,Q
42312.576,42312576,1092,Q
42313.652,42313652,1076,Q
42314.732,42314732,1080,Q
42315.8,42315800,1068,Q
42316.876,42316876,1076,Q
42317.94,42317940,1064,Q
42319.056,42319056,1116,Q
42320.156,42320156,1100,Q
42321.212,42321212,1056,Q
42322.268,42322268,1056,Q
42323.268,42323268,1000,Q
42324.304,42324304,1036,Q
42325.316,42325316,1012,Q
42326.26,42326260,944,Q
42327.248,42327248,988,Q
42328.224,42328224,976,Q
42329.176,42329176,952,Q
42330.132,42330132,956,Q
42331.08,42331080,948,Q
42332.04,42332040,960,Q
42332.984,42332984,944,Q
42333.952,42333952,968,Q
42334.948,42334948,996,Q
42335.924,42335924,976,Q
42336.94,42336940,1016,Q
42337.948,42337948,1008,Q
42338.952,42338952,1004,Q
42339.98,42339980,1028,Q
42341.016,42341016,1036,Q
42342.032,42342032,1016,Q
42343.04,42343040,1008,Q
42344.04,42344040,1000,Q
42345.064,42345064,1024,Q
42346.08,42346080,1016,Q
42347.092,42347092,1012,Q
42348.124,42348124,1032,Q
42349.148,42349148,1024,Q
42350.164,42350164,1016,Q
42351.18,42351180,1016,Q
42352.204,42352204,1024,Q
42353.22,42353220,1016,Q
42354.244,42354244,1024,Q
42355.272,42355272,1028,Q
42356.336,42356336,1064,Q
42357.428,42357428,1092,Q
42358.528,42358528,1100,Q
42359.648,42359648,1120,Q
42360.748,42360748,1100,Q
42361.816,42361816,1068,Q
42362.884,42362884,1068,Q
42363.944,42363944,1060,Q
42365.004,42365004,1060,Q
42366.08,42366080,1076,Q
42367.12,42367120,1040,Q
42368.18,42368180,1060,Q
42369.248,42369248,1068,Q
42370.272,42370272,1024,Q
42371.392,42371392,1120,Q
42372.5,42372500,1108,Q
42373.572,42373572,1072,Q
42374.644,42374644,1072,Q
42375.656,42375656,1012,Q
42376.728,42376728,1072,Q
42377.316,42377316,588,V
42378.696,42378696,1380,Q
42379.724,42379724,1028,Q
42380.736,42380736,1012,Q
42381.752,42381752,1016,Q
42382.756,42382756,1004,Q
42383.76,42383760,1004,Q
42384.792,42384792,1032,Q
42385.836,42385836,1044,Q
42386.912,42386912,1076,Q
42387.98,42387980,1068,Q
42389.064,42389064,1084,Q
42390.14,42390140,1076,Q
42391.236,42391236,1096,Q
42392.336,42392336,1100,Q
42393.42,42393420,1084,Q
42394.544,42394544,1124,Q
42395.652,42395652,1108,Q
42396.724,42396724,1072,Q
42397.816,42397816,1092,Q
42398.896,42398896,1080,Q
42399.968,42399968,1072,Q
42401.056,42401056,1088,Q
42402.148,42402148,1092,Q
42403.248,42403248,1100,Q
42404.344,42404344,1096,Q
42405.424,42405424,1080,Q
42406.48,42406480,1056,Q
42407.548,42407548,1068,Q
42408.596,42408596,1048,Q
42409.652,42409652,1056,Q
42410.684,42410684,1032,Q
42411.728,42411728,1044,Q
42412.82,42412820,1092,Q
42413.872,42413872,1052,Q
42414.952,42414952,1080,Q
42416.036,42416036,1084,Q
42417.076,42417076,1040,Q
42418.152,42418152,1076,Q
42419.196,42419196,1044,Q
42420.236,42420236,1040,Q
42421.276,42421276,1040,Q
42422.256,42422256,980,Q
42423.26,42423260,1004,Q
42424.28,42424280,1020,Q
42425.212,42425212,932,Q
42426.192,42426192,980,Q
42427.18,42427180,988,Q
42428.104,42428104,924,Q
42429.108,42429108,1004,Q
42430.072,42430072,964,Q
42431.072,42431072,1000,Q
42432.076,42432076,1004,Q
42433.052,42433052,976,Q
42434.064,42434064,1012,Q
42435.032,42435032,968,Q
42436.044,42436044,1012,Q
42437.068,42437068,1024,Q
42438.068,42438068,1000,Q
42439.088,42439088,1020,Q
42440.104,42440104,1016,Q
42441.132,42441132,1028,Q
42442.2,42442200,1068,Q
42443.3,42443300,1100,Q
42444.388,42444388,1088,Q
42445.46,42445460,1072,Q
42446.524,42446524,1064,Q
42447.592,42447592,1068,Q
42448.672,42448672,1080,Q
42449.752,42449752,1080,Q
42450.812,42450812,1060,Q
42451.872,42451872,1060,Q
42452.916,42452916,1044,Q
42453.96,42453960,1044,Q
42454.992,42454992,1032,Q
42456.048,42456048,1056,Q
42457.136,42457136,1088,Q
42458.22,42458220,1084,Q
42459.288,42459288,1068,Q
42460.344,42460344,1056,Q
42461.436,42461436,1092,Q
42462.52,42462520,1084,Q
42463.568,42463568,1048,Q
42464.668,42464668,1100,Q
42465.728,42465728,1060,Q
42466.776,42466776,1048,Q
42467.844,42467844,1068,Q
42468.508,42468508,664,V
42469.836,42469836,1328,Q
42470.832,42470832,996,Q
42471.78,42471780,948,Q
42472.8,42472800,1020,Q
42473.82,42473820,1020,Q
42474.776,42474776,956,Q
42475.744,42475744,968,Q
42476.716,42476716,972,Q
42477.7,42477700,984,Q
42478.7,42478700,1000,Q
42479.668,42479668,968,Q
42480.656,42480656,988,Q
42481.696,42481696,1040,Q
42482.724,42482724,1028,Q
42483.752,42483752,1028,Q
42484.756,42484756,1004,Q
42485.788,42485788,1032,Q
42486.816,42486816,1028,Q
42487.856,42487856,1040,Q
42488.904,42488904,1048,Q
42489.928,42489928,1024,Q
42490.976,42490976,1048,Q
42492.02,42492020,1044,Q
42493.076,42493076,1056,Q
42494.128,42494128,1052,Q
42495.172,42495172,1044,Q
42496.224,42496224,1052,Q
42497.272,42497272,1048,Q
42498.344,42498344,1072,Q
42499.412,42499412,1068,Q
42500.48,42500480,1068,Q
42501.556,42501556,1076,Q
42502.62,42502620,1064,Q
42503.684,42503684,1064,Q
42504.74,42504740,1056,Q
42505.816,42505816,1076,Q
42506.892,42506892,1076,Q
42507.948,42507948,1056,Q
42509.044,42509044,1096,Q
42510.092,42510092,1048,Q
42511.12,42511120,1028,Q
42512.16,42512160,1040,Q
42513.148,42513148,988,Q
42514.168,42514168,1020,Q
42515.2,42515200,1032,Q
42516.164,42516164,964,Q
42517.204,42517204,1040,Q
42518.236,42518236,1032,Q
42519.252,42519252,1016,Q
42520.344,42520344,1092,Q
42521.344,42521344,1000,Q
42522.356,42522356,1012,Q
42523.344,42523344,988,Q
42524.316,42524316,972,Q
42525.312,42525312,996,Q
42526.272,42526272,960,Q
42527.252,42527252,980,Q
42528.264,42528264,1012,Q
42529.248,42529248,984,Q
42530.268,42530268,1020,Q
42531.296,42531296,1028,Q
42532.336,42532336,1040,Q
42532.924,42532924,588,V
42534.392,42534392,1468,Q
42535.44,42535440,1048,Q
42536.476,42536476,1036,Q
42537.488,42537488,1012,Q
42538.524,42538524,1036,Q
42539.556,42539556,1032,Q
42540.588,42540588,1032,Q
42541.648,42541648,1060,Q
42542.7,42542700,1052,Q
42543.776,42543776,1076,Q
42544.844,42544844,1068,Q
42545.932,42545932,1088,Q
42546.988,42546988,1056,Q
42548.04,42548040,1052,Q
42549.112,42549112,1072,Q
42550.164,42550164,1052,Q
42551.224,42551224,1060,Q
42552.288,42552288,1064,Q
42553.384,42553384,1096,Q
42554.428,42554428,1044,Q
42555.512,42555512,1084,Q
42556.588,42556588,1076,Q
42557.644,42557644,1056,Q
42558.724,42558724,1080,Q
42559.748,42559748,1024,Q
42560.8,42560800,1052,Q
42561.832,42561832,1032,Q
42562.856,42562856,1024,Q
42563.952,42563952,1096,Q
42565.004,42565004,1052,Q
42566.048,42566048,1044,Q
42567.108,42567108,1060,Q
42568.136,42568136,1028,Q
42569.18,42569180,1044,Q
42570.224,42570224,1044,Q
42571.208,42571208,984,Q
42572.272,42572272,1064,Q
42573.328,42573328,1056,Q
42574.376,42574376,1048,Q
42575.448,42575448,1072,Q
42576.488,42576488,1040,Q
42577.528,42577528,1040,Q
42578.512,42578512,984,Q
42579.512,42579512,1000,Q
42580.52,42580520,1008,Q
42581.512,42581512,992,Q
42582.516,42582516,1004,Q
42583.516,42583516,1000,Q
42584.532,42584532,1016,Q
42585.536,42585536,1004,Q
42586.524,42586524,988,Q
42587.508,42587508,984,Q
42588.484,42588484,976,Q
42589.524,42589524,1040,Q
42590.524,42590524,1000,Q
42591.516,42591516,992,Q
42592.524,42592524,1008,Q
42593.544,42593544,1020,Q
42594.58,42594580,1036,Q
42595.628,42595628,1048,Q
42596.684,42596684,1056,Q
42597.768,42597768,1084,Q
42598.868,42598868,1100,Q
42599.972,42599972,1104,Q
42601.088,42601088,1116,Q
42602.164,42602164,1076,Q
42603.252,42603252,1088,Q
42604.32,42604320,1068,Q
42605.436,42605436,1116,Q
42606.536,42606536,1100,Q
42607.62,42607620,1084,Q
42608.7,42608700,1080,Q
42609.704,42609704,1004,Q
42610.764,42610764,1060,Q
42611.796,42611796,1032,Q
42612.76,42612760,964,Q
42613.76,42613760,1000,Q
42614.744,42614744,984,Q
42615.72,42615720,976,Q
42616.708,42616708,988,Q
42617.668,42617668,960,Q
42618.672,42618672,1004,Q
42619.688,42619688,1016,Q
42620.644,42620644,956,Q
42621.652,42621652,1008,Q
42622.668,42622668,1016,Q
42623.668,42623668,1000,Q
42624.68,42624680,1012,Q
42625.62,42625620,940,Q
42626.552,42626552,932,Q
42627.556,42627556,1004,Q
42628.576,42628576,1020,Q
42629.604,42629604,1028,Q
42630.672,42630672,1068,Q
42631.724,42631724,1052,Q
42632.796,42632796,1072,Q
42633.828,42633828,1032,Q
42634.848,42634848,1020,Q
42635.86,42635860,1012,Q
42636.908,42636908,1048,Q
42637.936,42637936,1028,Q
42638.964,42638964,1028,Q
42639.976,42639976,1012,Q
42640.992,42640992,1016,Q
42642.016,42642016,1024,Q
42643.028,42643028,1012,Q
42644.04,42644040,1012,Q
42645.076,42645076,1036,Q
42646.116,42646116,1040,Q
42647.152,42647152,1036,Q
42648.188,42648188,1036,Q
42649.176,42649176,988,Q
42650.22,42650220,1044,Q
42651.276,42651276,1056,Q
42652.3,42652300,1024,Q
42653.356,42653356,1056,Q
42654.408,42654408,1052,Q
42655.488,42655488,1080,Q
42656.592,42656592,1104,Q
42657.604,42657604,1012,Q
42658.652,42658652,1048,Q
42659.704,42659704,1052,Q
42660.708,42660708,1004,Q
42661.736,42661736,1028,Q
42662.736,42662736,1000,Q
42663.708,42663708,972,Q
42664.756,42664756,1048,Q
42665.808,42665808,1052,Q
42666.824,42666824,1016,Q
42667.86,42667860,1036,Q
42668.872,42668872,1012,Q
42669.9,42669900,1028,Q
42670.896,42670896,996,Q
42671.908,42671908,1012,Q
42672.956,42672956,1048,Q
42673.98,42673980,1024,Q
42675.02,42675020,1040,Q
42676.024,42676024,1004,Q
42677.036,42677036,1012,Q
42678.076,42678076,1040,Q
42679.096,42679096,1020,Q
42680.132,42680132,1036,Q
42681.152,42681152,1020,Q
42682.184,42682184,1032,Q
42683.212,42683212,1028,Q
42684.26,42684260,1048,Q
42685.32,42685320,1060,Q
42686.396,42686396,1076,Q
42687.524,42687524,1128,Q
42688.668,42688668,1144,Q
42689.808,42689808,1140,Q
42690.936,42690936,1128,Q
42692.08,42692080,1144,Q
42693.176,42693176,1096,Q
42694.324,42694324,1148,Q
42695.44,42695440,1116,Q
42696.508,42696508,1068,Q
42697.576,42697576,1068,Q
42698.62,42698620,1044,Q
42699.68,42699680,1060,Q
42700.776,42700776,1096,Q
42701.84,42701840,1064,Q
42702.928,42702928,1088,Q
42704.06,42704060,1132,Q
42705.144,42705144,1084,Q
42706.268,42706268,1124,Q
42707.344,42707344,1076,Q
42707.864,42707864,520,V
42709.396,42709396,1532,Q
42710.328,42710328,932,Q
42711.384,42711384,1056,Q
42712.364,42712364,980,Q
42713.312,42713312,948,Q
42714.316,42714316,1004,Q
42715.336,42715336,1020,Q
42716.336,42716336,1000,Q
42717.364,42717364,1028,Q
42718.38,42718380,1016,Q
42719.392,42719392,1012,Q
42720.428,42720428,1036,Q
42721.456,42721456,1028,Q
42722.488,42722488,1032,Q
42723.52,42723520,1032,Q
42724.544,42724544,1024,Q
42725.608,42725608,1064,Q
42726.64,42726640,1032,Q
42727.688,42727688,1048,Q
42728.72,42728720,1032,Q
42729.764,42729764,1044,Q
42730.808,42730808,1044,Q
42731.844,42731844,1036,Q
42732.888,42732888,1044,Q
42733.924,42733924,1036,Q
42734.984,42734984,1060,Q
42736.052,42736052,1068,Q
42737.14,42737140,1088,Q
42738.224,42738224,1084,Q
42739.28,42739280,1056,Q
42740.344,42740344,1064,Q
42741.396,42741396,1052,Q
42742.452,42742452,1056,Q
42743.488,42743488,1036,Q
42744.524,42744524,1036,Q
42745.604,42745604,1080,Q
42746.676,42746676,1072,Q
42747.76,42747760,1084,Q
42748.864,42748864,1104,Q
42749.928,42749928,1064,Q
42750.996,42750996,1068,Q
42752.056,42752056,1060,Q
42753.06,42753060,1004,Q
42754.144,42754144,1084,Q
42755.212,42755212,1068,Q
42756.236,42756236,1024,Q
42757.296,42757296,1060,Q
42758.304,42758304,1008,Q
42759.32,42759320,1016,Q
42760.376,42760376,1056,Q
42761.368,42761368,992,Q
42762.392,42762392,1024,Q
42763.392,42763392,1000,Q
42764.372,42764372,980,Q
42765.404,42765404,1032,Q
42766.424,42766424,1020,Q
42767.44,42767440,1016,Q
42768.472,42768472,1032,Q
42769.516,42769516,1044,Q
42770.592,42770592,1076,Q
42771.636,42771636,1044,Q
42772.684,42772684,1048,Q
42773.716,42773716,1032,Q
42774.756,42774756,1040,Q
42775.824,42775824,1068,Q
42776.888,42776888,1064,Q
42777.932,42777932,1044,Q
42778.956,42778956,1024,Q
42779.988,42779988,1032,Q
42781.036,42781036,1048,Q
42782.056,42782056,1020,Q
42783.084,42783084,1028,Q
42784.12,42784120,1036,Q
42785.204,42785204,1084,Q
42786.284,42786284,1080,Q
42787.356,42787356,1072,Q
42788.416,42788416,1060,Q
42789.484,42789484,1068,Q
42790.564,42790564,1080,Q
42791.62,42791620,1056,Q
42792.688,42792688,1068,Q
42793.756,42793756,1068,Q
42794.776,42794776,1020,Q
42795.848,42795848,1072,Q
42796.88,42796880,1032,Q
42797.908,42797908,1028,Q
42798.968,42798968,1060,Q
42799.988,42799988,1020,Q
42801.012,42801012,1024,Q
42802.06,42802060,1048,Q
42803.04,42803040,980,Q
42804.088,42804088,1048,Q
42805.14,42805140,1052,Q
42806.108,42806108,968,Q
42807.116,42807116,1008,Q
42808.096,42808096,980,Q
42809.06,42809060,964,Q
42810.02,42810020,960,Q
42810.964,42810964,944,Q
42811.948,42811948,984,Q
42812.904,42812904,956,Q
42813.856,42813856,952,Q
42814.836,42814836,980,Q
42815.788,42815788,952,Q
42816.78,42816780,992,Q
42817.804,42817804,1024,Q
42818.796,42818796,992,Q
42819.8,42819800,1004,Q
42820.776,42820776,976,Q
42821.752,42821752,976,Q
42822.716,42822716,964,Q
42823.664,42823664,948,Q
42824.644,42824644,980,Q
42825.64,42825640,996,Q
42826.608,42826608,968,Q
42827.58,42827580,972,Q
42828.584,42828584,1004,Q
42829.584,42829584,1000,Q
42830.604,42830604,1020,Q
42831.644,42831644,1040,Q
42832.66,42832660,1016,Q
42833.708,42833708,1048,Q
42834.76,42834760,1052,Q
42835.796,42835796,1036,Q
42836.804,42836804,1008,Q
